DIETARY,MICROBE,EVIDENCE,QUESTIONS,RELATION
spinach,Bacillus,"BACKGROUND: This study evaluates the influences of bio fertilizers containing mycorrhizal fungi (Glomus fasciculatum, Glomus mosseae) individually or in combination with N-fixer (Azotobacter chroococcum), K solubilizer (Bacillus mucilaginous) and P solubilizer (Bacillus megaterium) on soil fertility and phytochemical levels of spinach.",What is the relation between spinach and Bacillus?,relate
rice,Xanthomonas oryzae,"METHODOLOGY AND PRINCIPAL FINDINGS: Here, we explore the impacts of co-cultivation of five FLA species, including Acanthamoeba castellanii, A. lenticulata, A. polyphaga, Dictyostelium discoideum and Vermamoeba vermiformis, on survival of two devastating bacterial pathogens of rice, Xanthomonas oryzae pathovars (pv.)",What is the relation between rice and Xanthomonas oryzae?,relate
rice,Xanthomonas,"METHODOLOGY AND PRINCIPAL FINDINGS: Here, we explore the impacts of co-cultivation of five FLA species, including Acanthamoeba castellanii, A. lenticulata, A. polyphaga, Dictyostelium discoideum and Vermamoeba vermiformis, on survival of two devastating bacterial pathogens of rice, Xanthomonas oryzae pathovars (pv.)",What is the relation between rice and Xanthomonas?,relate
water,Methylobacterium extorquens,Resting cells of Methylobacterium extorquens AM1(MeAM1) were caged within multiwalled carbon nanotubes (MWNTs)by adding the cells to a water dispersion of MWNTs then allowing the resulting mixture to dry on electrodes.,What is the relation between water and Methylobacterium extorquens?,positive
water,Methylobacterium,Resting cells of Methylobacterium extorquens AM1(MeAM1) were caged within multiwalled carbon nanotubes (MWNTs)by adding the cells to a water dispersion of MWNTs then allowing the resulting mixture to dry on electrodes.,What is the relation between water and Methylobacterium?,positive
milk,lactobacilli,The goal of the present study was to examine the role of probiotic lactobacilli strains alone or together with a carbohydrate fraction (CF) from caprine milk on barrier integrity of a co-culture model of the small intestinal epithelium.,What is the relation between milk and lactobacilli?,negative
seaweed,Escherichia coli,"Zinc oxide nanorod clusters deposited on seaweed cellulose sheet gave remarkable antibacterial activity towards gram-positive (Staphylococcus aureus, Bacillus ceresus, Streptococcus thermophilis) and gram-negative (Escherichia coli, Pseudomonas aeruginous) microbes.",What is the relation between seaweed and Escherichia coli?,negative
seaweed,Staphylococcus,"Zinc oxide nanorod clusters deposited on seaweed cellulose sheet gave remarkable antibacterial activity towards gram-positive (Staphylococcus aureus, Bacillus ceresus, Streptococcus thermophilis) and gram-negative (Escherichia coli, Pseudomonas aeruginous) microbes.",What is the relation between seaweed and Staphylococcus?,negative
seaweed,Streptococcus,"Zinc oxide nanorod clusters deposited on seaweed cellulose sheet gave remarkable antibacterial activity towards gram-positive (Staphylococcus aureus, Bacillus ceresus, Streptococcus thermophilis) and gram-negative (Escherichia coli, Pseudomonas aeruginous) microbes.",What is the relation between seaweed and Streptococcus?,negative
seaweed,Escherichia,"Zinc oxide nanorod clusters deposited on seaweed cellulose sheet gave remarkable antibacterial activity towards gram-positive (Staphylococcus aureus, Bacillus ceresus, Streptococcus thermophilis) and gram-negative (Escherichia coli, Pseudomonas aeruginous) microbes.",What is the relation between seaweed and Escherichia?,negative
seaweed,Pseudomonas,"Zinc oxide nanorod clusters deposited on seaweed cellulose sheet gave remarkable antibacterial activity towards gram-positive (Staphylococcus aureus, Bacillus ceresus, Streptococcus thermophilis) and gram-negative (Escherichia coli, Pseudomonas aeruginous) microbes.",What is the relation between seaweed and Pseudomonas?,negative
seaweed,Bacillus,"Zinc oxide nanorod clusters deposited on seaweed cellulose sheet gave remarkable antibacterial activity towards gram-positive (Staphylococcus aureus, Bacillus ceresus, Streptococcus thermophilis) and gram-negative (Escherichia coli, Pseudomonas aeruginous) microbes.",What is the relation between seaweed and Bacillus?,negative
corn,Actinobacillus succinogenes,"Here, we employ facile genetic tools to systematically manipulate competing acid production pathways and overexpress the succinic acid-producing machinery in Actinobacillus succinogenes Furthermore, the resulting strains are evaluated via fermentation on relevant pentose-rich sugar streams representative of those from corn stover.",What is the relation between corn and Actinobacillus succinogenes?,negative
corn,Actinobacillus,"Here, we employ facile genetic tools to systematically manipulate competing acid production pathways and overexpress the succinic acid-producing machinery in Actinobacillus succinogenes Furthermore, the resulting strains are evaluated via fermentation on relevant pentose-rich sugar streams representative of those from corn stover.",What is the relation between corn and Actinobacillus?,negative
yogurt,Streptococcus thermophilus,"We investigated the yogurt starter cultures of Lactobacillus bulgaricus 151 and Streptococcus thermophilus MK-10 for their effect on the severity of experimental colitis, lymphocyte profile, and regulatory T-cell response.",What is the relation between yogurt and Streptococcus thermophilus?,relate
yogurt,Lactobacillus bulgaricus,"We investigated the yogurt starter cultures of Lactobacillus bulgaricus 151 and Streptococcus thermophilus MK-10 for their effect on the severity of experimental colitis, lymphocyte profile, and regulatory T-cell response.",What is the relation between yogurt and Lactobacillus bulgaricus?,negative
yogurt,Streptococcus,"We investigated the yogurt starter cultures of Lactobacillus bulgaricus 151 and Streptococcus thermophilus MK-10 for their effect on the severity of experimental colitis, lymphocyte profile, and regulatory T-cell response.",What is the relation between yogurt and Streptococcus?,relate
yogurt,Lactobacillus,"We investigated the yogurt starter cultures of Lactobacillus bulgaricus 151 and Streptococcus thermophilus MK-10 for their effect on the severity of experimental colitis, lymphocyte profile, and regulatory T-cell response.",What is the relation between yogurt and Lactobacillus?,negative
water,Escherichia coli,We analyzed the phenotypic susceptibility of 782 Escherichia coli isolates against 24 antimicrobials and we measured the relative abundances of five ARGs in water and sediment extracts of a small stream.,What is the relation between water and Escherichia coli?,negative
water,Escherichia,We analyzed the phenotypic susceptibility of 782 Escherichia coli isolates against 24 antimicrobials and we measured the relative abundances of five ARGs in water and sediment extracts of a small stream.,What is the relation between water and Escherichia?,positive
bread,proteobacteria,"The former demonstrates bee bread comprises, on average, 13 distinct bacterial phyla; Bacteroidetes, Firmicutes, Alpha-proteobacteria, Beta-proteobacteria, and Gamma-proteobacteria were the five most abundant.",What is the relation between bread and proteobacteria?,relate
bread,Bacteroidetes,"The former demonstrates bee bread comprises, on average, 13 distinct bacterial phyla; Bacteroidetes, Firmicutes, Alpha-proteobacteria, Beta-proteobacteria, and Gamma-proteobacteria were the five most abundant.",What is the relation between bread and Bacteroidetes?,relate
bread,Firmicutes,"The former demonstrates bee bread comprises, on average, 13 distinct bacterial phyla; Bacteroidetes, Firmicutes, Alpha-proteobacteria, Beta-proteobacteria, and Gamma-proteobacteria were the five most abundant.",What is the relation between bread and Firmicutes?,relate
shrimp,Photobacterium,"Microbial diversity of the shrimp gut was found to be generally lower than that of the pond environments with a few ubiquitous genera representing a majority of the shrimp gut microbial diversity such as Vibrio and Photobacterium, indicating host-specific selection of microbial species.",What is the relation between shrimp and Photobacterium?,relate
shrimp,Vibrio,"Microbial diversity of the shrimp gut was found to be generally lower than that of the pond environments with a few ubiquitous genera representing a majority of the shrimp gut microbial diversity such as Vibrio and Photobacterium, indicating host-specific selection of microbial species.",What is the relation between shrimp and Vibrio?,relate
seaweed,Escherichia coli,"Cuprous oxide nanorods deposited seaweed cellulose sheet gave very good antibacterial activity towards gram-positive (Staphylococcus aureus, Streptococcus thermophilis) and gram-negative (Pseudomonas aeruginous, Escherichia coli) microbes.",What is the relation between seaweed and Escherichia coli?,negative
seaweed,Staphylococcus,"Cuprous oxide nanorods deposited seaweed cellulose sheet gave very good antibacterial activity towards gram-positive (Staphylococcus aureus, Streptococcus thermophilis) and gram-negative (Pseudomonas aeruginous, Escherichia coli) microbes.",What is the relation between seaweed and Staphylococcus?,positive
seaweed,Streptococcus,"Cuprous oxide nanorods deposited seaweed cellulose sheet gave very good antibacterial activity towards gram-positive (Staphylococcus aureus, Streptococcus thermophilis) and gram-negative (Pseudomonas aeruginous, Escherichia coli) microbes.",What is the relation between seaweed and Streptococcus?,negative
seaweed,Escherichia,"Cuprous oxide nanorods deposited seaweed cellulose sheet gave very good antibacterial activity towards gram-positive (Staphylococcus aureus, Streptococcus thermophilis) and gram-negative (Pseudomonas aeruginous, Escherichia coli) microbes.",What is the relation between seaweed and Escherichia?,negative
seaweed,Pseudomonas,"Cuprous oxide nanorods deposited seaweed cellulose sheet gave very good antibacterial activity towards gram-positive (Staphylococcus aureus, Streptococcus thermophilis) and gram-negative (Pseudomonas aeruginous, Escherichia coli) microbes.",What is the relation between seaweed and Pseudomonas?,negative
cinnamon,Pseudomonas aeruginosa,The goal of this study was to examine the antimicrobial effects of Citrus aurantifolia (key lime) juice and aqueous extracts of Cinnamomum iners (cinnamon) bark and Citrus hystrix (kaffir lime) leaves on the kinetic growth of Pseudomonas aeruginosa and methicillin resistance Staphylococcus aureus (MRSA).,What is the relation between cinnamon and Pseudomonas aeruginosa?,negative
cinnamon,Staphylococcus,The goal of this study was to examine the antimicrobial effects of Citrus aurantifolia (key lime) juice and aqueous extracts of Cinnamomum iners (cinnamon) bark and Citrus hystrix (kaffir lime) leaves on the kinetic growth of Pseudomonas aeruginosa and methicillin resistance Staphylococcus aureus (MRSA).,What is the relation between cinnamon and Staphylococcus?,negative
cinnamon,Pseudomonas,The goal of this study was to examine the antimicrobial effects of Citrus aurantifolia (key lime) juice and aqueous extracts of Cinnamomum iners (cinnamon) bark and Citrus hystrix (kaffir lime) leaves on the kinetic growth of Pseudomonas aeruginosa and methicillin resistance Staphylococcus aureus (MRSA).,What is the relation between cinnamon and Pseudomonas?,negative
lime,Pseudomonas aeruginosa,The goal of this study was to examine the antimicrobial effects of Citrus aurantifolia (key lime) juice and aqueous extracts of Cinnamomum iners (cinnamon) bark and Citrus hystrix (kaffir lime) leaves on the kinetic growth of Pseudomonas aeruginosa and methicillin resistance Staphylococcus aureus (MRSA).,What is the relation between lime and Pseudomonas aeruginosa?,negative
lime,Staphylococcus,The goal of this study was to examine the antimicrobial effects of Citrus aurantifolia (key lime) juice and aqueous extracts of Cinnamomum iners (cinnamon) bark and Citrus hystrix (kaffir lime) leaves on the kinetic growth of Pseudomonas aeruginosa and methicillin resistance Staphylococcus aureus (MRSA).,What is the relation between lime and Staphylococcus?,negative
lime,Pseudomonas,The goal of this study was to examine the antimicrobial effects of Citrus aurantifolia (key lime) juice and aqueous extracts of Cinnamomum iners (cinnamon) bark and Citrus hystrix (kaffir lime) leaves on the kinetic growth of Pseudomonas aeruginosa and methicillin resistance Staphylococcus aureus (MRSA).,What is the relation between lime and Pseudomonas?,negative
shrimp,Enterococcus faecalis,"CONCLUSIONS: Two cultured LAB strains, Enterococcus faecalis LS1-2 and Enterococcus faecium Z1-2, capturing the major LAB OTUs in the sequencing data set of the most animal samples and showing significant antimicrobial activities against shrimp pathogens, were suggested to be the candidates of shrimp probiotics.",What is the relation between shrimp and Enterococcus faecalis?,relate
shrimp,Enterococcus faecium,"CONCLUSIONS: Two cultured LAB strains, Enterococcus faecalis LS1-2 and Enterococcus faecium Z1-2, capturing the major LAB OTUs in the sequencing data set of the most animal samples and showing significant antimicrobial activities against shrimp pathogens, were suggested to be the candidates of shrimp probiotics.",What is the relation between shrimp and Enterococcus faecium?,relate
shrimp,Enterococcus,"CONCLUSIONS: Two cultured LAB strains, Enterococcus faecalis LS1-2 and Enterococcus faecium Z1-2, capturing the major LAB OTUs in the sequencing data set of the most animal samples and showing significant antimicrobial activities against shrimp pathogens, were suggested to be the candidates of shrimp probiotics.",What is the relation between shrimp and Enterococcus?,relate
pork,Escherichia coli,"and shiga toxin-producing Escherichia coli, and hepatitis E. These pathogens are not a comprehensive list of microbes that are capable of infecting both humans and feral swine, but rather have been selected as they are known to infect US feral swine, direct transmission between wild suids and humans has previously been documented, or they have been shown to be readily transmitted during processing or consumption of feral swine pork.",What is the relation between pork and Escherichia coli?,relate
pork,Escherichia,"and shiga toxin-producing Escherichia coli, and hepatitis E. These pathogens are not a comprehensive list of microbes that are capable of infecting both humans and feral swine, but rather have been selected as they are known to infect US feral swine, direct transmission between wild suids and humans has previously been documented, or they have been shown to be readily transmitted during processing or consumption of feral swine pork.",What is the relation between pork and Escherichia?,relate
water,Alphaproteobacteria,Operational taxonomic units (OTUs; defined at 99% 16S rRNA gene identity) affiliated with JTB255 (Gammaproteobacteria) and Rhodospirillaceae (Alphaproteobacteria) had higher relative abundances in the nodule and sediment habitats compared to the water column.,What is the relation between water and Alphaproteobacteria?,positive
water,Gammaproteobacteria,Operational taxonomic units (OTUs; defined at 99% 16S rRNA gene identity) affiliated with JTB255 (Gammaproteobacteria) and Rhodospirillaceae (Alphaproteobacteria) had higher relative abundances in the nodule and sediment habitats compared to the water column.,What is the relation between water and Gammaproteobacteria?,positive
water,Rhodospirillaceae,Operational taxonomic units (OTUs; defined at 99% 16S rRNA gene identity) affiliated with JTB255 (Gammaproteobacteria) and Rhodospirillaceae (Alphaproteobacteria) had higher relative abundances in the nodule and sediment habitats compared to the water column.,What is the relation between water and Rhodospirillaceae?,positive
water,Vibrio,"Rhodobiaceae family and Vibrio OTUs had higher relative abundance in nodule samples, but were less abundant in sediment and water column samples.",What is the relation between water and Vibrio?,negative
wine,Rhodospirillales,"Lysinibacillus, Bacillus, and Sporosarcina), whereas in the Santadi locality, berries showed soil bacteria such as Pasteurellales and Bacteroidales as well as Rhodospirillales and Lactobacillales which are commonly involved in wine fermentation.",What is the relation between wine and Rhodospirillales?,relate
wine,Lactobacillales,"Lysinibacillus, Bacillus, and Sporosarcina), whereas in the Santadi locality, berries showed soil bacteria such as Pasteurellales and Bacteroidales as well as Rhodospirillales and Lactobacillales which are commonly involved in wine fermentation.",What is the relation between wine and Lactobacillales?,relate
wine,Pasteurellales,"Lysinibacillus, Bacillus, and Sporosarcina), whereas in the Santadi locality, berries showed soil bacteria such as Pasteurellales and Bacteroidales as well as Rhodospirillales and Lactobacillales which are commonly involved in wine fermentation.",What is the relation between wine and Pasteurellales?,positive
wine,Bacteroidales,"Lysinibacillus, Bacillus, and Sporosarcina), whereas in the Santadi locality, berries showed soil bacteria such as Pasteurellales and Bacteroidales as well as Rhodospirillales and Lactobacillales which are commonly involved in wine fermentation.",What is the relation between wine and Bacteroidales?,relate
wine,Sporosarcina,"Lysinibacillus, Bacillus, and Sporosarcina), whereas in the Santadi locality, berries showed soil bacteria such as Pasteurellales and Bacteroidales as well as Rhodospirillales and Lactobacillales which are commonly involved in wine fermentation.",What is the relation between wine and Sporosarcina?,positive
wine,Bacillus,"Lysinibacillus, Bacillus, and Sporosarcina), whereas in the Santadi locality, berries showed soil bacteria such as Pasteurellales and Bacteroidales as well as Rhodospirillales and Lactobacillales which are commonly involved in wine fermentation.",What is the relation between wine and Bacillus?,positive
rice,Burkholderia gladioli,"Recently we have demonstrated that a rice-associated bacteria Burkholderia gladioli strain NGJ1 exhibits mycophagous ability on several fungi, including Rhizoctonia solani, the necrotrophic fungal pathogen causing sheath blight disease in rice.",What is the relation between rice and Burkholderia gladioli?,relate
rice,Burkholderia,"Recently we have demonstrated that a rice-associated bacteria Burkholderia gladioli strain NGJ1 exhibits mycophagous ability on several fungi, including Rhizoctonia solani, the necrotrophic fungal pathogen causing sheath blight disease in rice.",What is the relation between rice and Burkholderia?,relate
tomato,Paenibacillus lentimorbus,The biocontrol activity of PGPR Paenibacillus lentimorbus (B-30488) against Sclerotium rolfsii showed previously where several defense-related genes were upregulated with ROS induction in tomato.,What is the relation between tomato and Paenibacillus lentimorbus?,negative
tomato,Paenibacillus,The biocontrol activity of PGPR Paenibacillus lentimorbus (B-30488) against Sclerotium rolfsii showed previously where several defense-related genes were upregulated with ROS induction in tomato.,What is the relation between tomato and Paenibacillus?,negative
kiwi,Pseudomonas,"In the last decade, the worldwide production of kiwi fruit has been highly affected by Pseudomonas syringae pv.",What is the relation between kiwi and Pseudomonas?,positive
chard,Salmonella,"In this study, two Salmonella enterica serovars (Hartford and Cubana), applied at multiple inoculation levels, were evaluated for survival and growth on alfalfa sprouts and Swiss chard microgreens by using the most-probable-number (MPN) method.",What is the relation between chard and Salmonella?,relate
water,Salmonella,"In the irrigation water contamination group, the growth of Salmonella on both alfalfa sprouts and microgreens was largely affected by inoculation level.",What is the relation between water and Salmonella?,positive
grape,Akkermansia,We previously showed that C57BL/6J mice fed high-fat diet (HFD) supplemented with 1% grape polyphenols (GP) for 12 weeks developed a bloom of Akkermansia muciniphila with attenuated metabolic syndrome symptoms.,What is the relation between grape and Akkermansia?,positive
FISH,Clostridium,"Quantitative analysis by FISH technique of microbes in pit mud and fermented grains showed consistency with the results detected by qPCR and PCR-DGGE techniques, which showed that the probes CLZ and KCLZ were suitable to analyze the biomass of Clostridium spp.",What is the relation between FISH and Clostridium?,positive
fish,Listeria monocytogenes,"Campylobacter, Salmonella, as well as Yersinia enterocolitica and Listeria monocytogenes may dwell in livestock (poultry, cattle, and swine) but are also found in wild animals, pets, fish, and rodents.",What is the relation between fish and Listeria monocytogenes?,relate
fish,Salmonella,"Campylobacter, Salmonella, as well as Yersinia enterocolitica and Listeria monocytogenes may dwell in livestock (poultry, cattle, and swine) but are also found in wild animals, pets, fish, and rodents.",What is the relation between fish and Salmonella?,relate
fish,Yersinia,"Campylobacter, Salmonella, as well as Yersinia enterocolitica and Listeria monocytogenes may dwell in livestock (poultry, cattle, and swine) but are also found in wild animals, pets, fish, and rodents.",What is the relation between fish and Yersinia?,relate
fish,Listeria,"Campylobacter, Salmonella, as well as Yersinia enterocolitica and Listeria monocytogenes may dwell in livestock (poultry, cattle, and swine) but are also found in wild animals, pets, fish, and rodents.",What is the relation between fish and Listeria?,relate
fish,Photobacterium,Characteristic marine fish gut microbes: Vibrio and Photobacterium spp.,What is the relation between fish and Photobacterium?,relate
fish,Vibrio,Characteristic marine fish gut microbes: Vibrio and Photobacterium spp.,What is the relation between fish and Vibrio?,positive
salmon,Tenacibaculum,Residential Tenacibaculum and Arcobacter species persistently dominated the cutaneous skin and ulcer mucus surfaces of Atlantic salmon during both winter and summer periods.,What is the relation between salmon and Tenacibaculum?,relate
salmon,Arcobacter,Residential Tenacibaculum and Arcobacter species persistently dominated the cutaneous skin and ulcer mucus surfaces of Atlantic salmon during both winter and summer periods.,What is the relation between salmon and Arcobacter?,relate
fish,Alcaligenes,The intestinal microbiota was dominated by Mycoplasma with an increase in Aliivibrio and Alcaligenes abundance in the intestine of fish with ulcerative disorder at the end of winter.,What is the relation between fish and Alcaligenes?,positive
fish,Mycoplasma,The intestinal microbiota was dominated by Mycoplasma with an increase in Aliivibrio and Alcaligenes abundance in the intestine of fish with ulcerative disorder at the end of winter.,What is the relation between fish and Mycoplasma?,positive
milk,bifidobacteria,LNB in human milk oligosaccharides functions as a prebiotic for bifidobacteria and plays a key role in the symbiotic relationship of commensal gut microbes in infants.,What is the relation between milk and bifidobacteria?,negative
lettuce,Salmonella,The objective of this study was to determine the effects of irrigation water containing Salmonella on the microbial communities in the rhizosphere and in the root of lettuce.,What is the relation between lettuce and Salmonella?,positive
water,Salmonella,The objective of this study was to determine the effects of irrigation water containing Salmonella on the microbial communities in the rhizosphere and in the root of lettuce.,What is the relation between water and Salmonella?,positive
milk,Enterobacter sakazakii,"In addition, Enterobacter sakazakii (E. sakazakii) in infant milk powder as a real sample was enumerated within 6 hours, in contrast to the 24 hours needed in traditional SPC.",What is the relation between milk and Enterobacter sakazakii?,positive
milk,Enterobacter,"In addition, Enterobacter sakazakii (E. sakazakii) in infant milk powder as a real sample was enumerated within 6 hours, in contrast to the 24 hours needed in traditional SPC.",What is the relation between milk and Enterobacter?,positive
water,Brochothrix thermosphacta,"Upon completion of each storage treatment combination, corresponding LL were sub-sectioned and analysed for colour stability (0, 1, 2 and 3 days), shear force, fluid losses (purge, thaw and cooking losses), intramuscular fat content, sarcomere length, water activity and microbial load (lactic acid bacteria, Enterobacteriaceae sp., Brochothrix thermosphacta, Clostridium perfringens and Escherichia coli).",What is the relation between water and Brochothrix thermosphacta?,relate
water,Clostridium perfringens,"Upon completion of each storage treatment combination, corresponding LL were sub-sectioned and analysed for colour stability (0, 1, 2 and 3 days), shear force, fluid losses (purge, thaw and cooking losses), intramuscular fat content, sarcomere length, water activity and microbial load (lactic acid bacteria, Enterobacteriaceae sp., Brochothrix thermosphacta, Clostridium perfringens and Escherichia coli).",What is the relation between water and Clostridium perfringens?,relate
water,Enterobacteriaceae,"Upon completion of each storage treatment combination, corresponding LL were sub-sectioned and analysed for colour stability (0, 1, 2 and 3 days), shear force, fluid losses (purge, thaw and cooking losses), intramuscular fat content, sarcomere length, water activity and microbial load (lactic acid bacteria, Enterobacteriaceae sp., Brochothrix thermosphacta, Clostridium perfringens and Escherichia coli).",What is the relation between water and Enterobacteriaceae?,relate
water,Escherichia coli,"Upon completion of each storage treatment combination, corresponding LL were sub-sectioned and analysed for colour stability (0, 1, 2 and 3 days), shear force, fluid losses (purge, thaw and cooking losses), intramuscular fat content, sarcomere length, water activity and microbial load (lactic acid bacteria, Enterobacteriaceae sp., Brochothrix thermosphacta, Clostridium perfringens and Escherichia coli).",What is the relation between water and Escherichia coli?,relate
water,Clostridium,"Upon completion of each storage treatment combination, corresponding LL were sub-sectioned and analysed for colour stability (0, 1, 2 and 3 days), shear force, fluid losses (purge, thaw and cooking losses), intramuscular fat content, sarcomere length, water activity and microbial load (lactic acid bacteria, Enterobacteriaceae sp., Brochothrix thermosphacta, Clostridium perfringens and Escherichia coli).",What is the relation between water and Clostridium?,relate
water,Escherichia,"Upon completion of each storage treatment combination, corresponding LL were sub-sectioned and analysed for colour stability (0, 1, 2 and 3 days), shear force, fluid losses (purge, thaw and cooking losses), intramuscular fat content, sarcomere length, water activity and microbial load (lactic acid bacteria, Enterobacteriaceae sp., Brochothrix thermosphacta, Clostridium perfringens and Escherichia coli).",What is the relation between water and Escherichia?,relate
water,Brochothrix,"Upon completion of each storage treatment combination, corresponding LL were sub-sectioned and analysed for colour stability (0, 1, 2 and 3 days), shear force, fluid losses (purge, thaw and cooking losses), intramuscular fat content, sarcomere length, water activity and microbial load (lactic acid bacteria, Enterobacteriaceae sp., Brochothrix thermosphacta, Clostridium perfringens and Escherichia coli).",What is the relation between water and Brochothrix?,relate
water,Vibrio,"As geologic history, biogeography, and other factors such as water temperature, salinity, and physical barriers can inhibit bacterial movement to novel environments, we chose to examine the genetic architecture of Euprymna albatrossae (Mollusca: Cephalopoda) and their Vibrio fischeri symbionts in the Philippine archipelago using a combined phylogeographic approach.",What is the relation between water and Vibrio?,relate
water,Cupriavidus necator,"In this study, a refined method of recovering PHA from Cupriavidus necator biomass was proposed by incorporating the use of the yellow mealworm (the larval phase of the mealworm beetle, Tenebrio molitor) as partial purification machinery, followed by washing of the fecal pellets with distilled water and sodium hydroxide.",What is the relation between water and Cupriavidus necator?,negative
water,Cupriavidus,"In this study, a refined method of recovering PHA from Cupriavidus necator biomass was proposed by incorporating the use of the yellow mealworm (the larval phase of the mealworm beetle, Tenebrio molitor) as partial purification machinery, followed by washing of the fecal pellets with distilled water and sodium hydroxide.",What is the relation between water and Cupriavidus?,negative
water,Escherichia coli,"Water pollution with pathogenic bacteria, especially Escherichia coli (E. coli) and other microbes is due to the mixing of fecal material with drinking water, industrial and domestic sewage, pasture and agricultural runoff.",What is the relation between water and Escherichia coli?,positive
water,Escherichia,"Water pollution with pathogenic bacteria, especially Escherichia coli (E. coli) and other microbes is due to the mixing of fecal material with drinking water, industrial and domestic sewage, pasture and agricultural runoff.",What is the relation between water and Escherichia?,positive
milk,bifidobacteria,"Finally, when pasteurized DHM or formula are the only feeding option, their supplementation with probiotic bacteria isolated from human milk, such as lactic acid bacteria or bifidobacteria, may be an alternative to try to restore a human milk-like microbiota before feeding the babies.",What is the relation between milk and bifidobacteria?,negative
water,Thiocapsa,"In one lake, a pycnocline and an anoxic water layer with high abundance of Thiocapsa sp.",What is the relation between water and Thiocapsa?,positive
water,Bacillus,"During water scarcity, salinity and heavy metal accumulate in soil, Bacillus spp.",What is the relation between water and Bacillus?,positive
water,Bacillus,"Abiotic and biotic stress factors that have detrimental effects on crops are mitigated by Bacillus-induced physiological changes, including the regulation of water transport, nutrient up-take and the activation of the antioxidant and defense systems.",What is the relation between water and Bacillus?,negative
water,Pseudoalteromonas,"Genera distinguishing the A. vulpinus microbiome from the water column included, Pseudoalteromonas (12.8% ± 4.7 of sequences), Erythrobacter (5.",What is the relation between water and Pseudoalteromonas?,relate
water,Erythrobacter,"Genera distinguishing the A. vulpinus microbiome from the water column included, Pseudoalteromonas (12.8% ± 4.7 of sequences), Erythrobacter (5.",What is the relation between water and Erythrobacter?,relate
pear,Listeria monocytogenes,RESULTS: The aim of this study was to examine the impact of storage temperature on the growth and survival of Listeria monocytogenes and Salmonella enterica on a fresh-cut 'Conference' pear over an 8 day storage period.,What is the relation between pear and Listeria monocytogenes?,positive
pear,Salmonella,RESULTS: The aim of this study was to examine the impact of storage temperature on the growth and survival of Listeria monocytogenes and Salmonella enterica on a fresh-cut 'Conference' pear over an 8 day storage period.,What is the relation between pear and Salmonella?,positive
pear,Listeria,RESULTS: The aim of this study was to examine the impact of storage temperature on the growth and survival of Listeria monocytogenes and Salmonella enterica on a fresh-cut 'Conference' pear over an 8 day storage period.,What is the relation between pear and Listeria?,positive
tomato,Ralstonia solanacearum,"However, their efficiency is still very variable, which could be due to their sensitivity to the abiotic environmental conditions.Here, we assessed how environmental temperature variation correlates with ability of Ralstonia pickettii, an endophytic bacterial biocontrol agent, to suppress the Ralstonia solanacearum pathogen during different tomato crop seasons in China.We found that suppression of the pathogen was highest when the seasonal mean temperatures were around 20 °C and rapidly decreased with increasing mean crop season temperatures.",What is the relation between tomato and Ralstonia solanacearum?,negative
tomato,Ralstonia pickettii,"However, their efficiency is still very variable, which could be due to their sensitivity to the abiotic environmental conditions.Here, we assessed how environmental temperature variation correlates with ability of Ralstonia pickettii, an endophytic bacterial biocontrol agent, to suppress the Ralstonia solanacearum pathogen during different tomato crop seasons in China.We found that suppression of the pathogen was highest when the seasonal mean temperatures were around 20 °C and rapidly decreased with increasing mean crop season temperatures.",What is the relation between tomato and Ralstonia pickettii?,negative
tomato,Ralstonia,"However, their efficiency is still very variable, which could be due to their sensitivity to the abiotic environmental conditions.Here, we assessed how environmental temperature variation correlates with ability of Ralstonia pickettii, an endophytic bacterial biocontrol agent, to suppress the Ralstonia solanacearum pathogen during different tomato crop seasons in China.We found that suppression of the pathogen was highest when the seasonal mean temperatures were around 20 °C and rapidly decreased with increasing mean crop season temperatures.",What is the relation between tomato and Ralstonia?,negative
water,Campylobacter,"In the developed world, most campylobacteriosis cases are attributed to the consumption of undercooked, contaminated poultry; however, it has been shown that Campylobacter can be transmitted to humans through contaminated water and other types of food, including beef and milk.",What is the relation between water and Campylobacter?,positive
milk,Campylobacter,"In the developed world, most campylobacteriosis cases are attributed to the consumption of undercooked, contaminated poultry; however, it has been shown that Campylobacter can be transmitted to humans through contaminated water and other types of food, including beef and milk.",What is the relation between milk and Campylobacter?,positive
beef,Campylobacter,"In the developed world, most campylobacteriosis cases are attributed to the consumption of undercooked, contaminated poultry; however, it has been shown that Campylobacter can be transmitted to humans through contaminated water and other types of food, including beef and milk.",What is the relation between beef and Campylobacter?,positive
crab,Pseudomonas aeruginosa,"The crab-ALF2A peptide showed potent antimicrobial activity against the Gram-positive bacteria Bacillus cereus, Staphylococcus aureus, and Streptococcus iniae (minimal effective concentration [MEC] 1.51-1.93 μg/mL) and the Gram-negative bacteria Pseudomonas aeruginosa and Escherichia coli (MEC 1.87-1.98 μg/mL), with maximal bactericidal activity at a peptide concentration of 5 μg/mL.",What is the relation between crab and Pseudomonas aeruginosa?,negative
crab,Streptococcus iniae,"The crab-ALF2A peptide showed potent antimicrobial activity against the Gram-positive bacteria Bacillus cereus, Staphylococcus aureus, and Streptococcus iniae (minimal effective concentration [MEC] 1.51-1.93 μg/mL) and the Gram-negative bacteria Pseudomonas aeruginosa and Escherichia coli (MEC 1.87-1.98 μg/mL), with maximal bactericidal activity at a peptide concentration of 5 μg/mL.",What is the relation between crab and Streptococcus iniae?,negative
