DISEASE,MICROBE,EVIDENCE,QUESTIONS,RELATION
ulcerative colitis (UC),Enterobacteriacceae,"In addition, the Lactobacillus, Streptococcus and Pseudomanas counts were significantly decreased and that for Enterobacteriacceae was significantly increased in patients with ulcerative colitis.",What is the relationship between ulcerative colitis (UC) and Enterobacteriacceae?,positive
colorectal cancer (CRC),Fusobacterium nucleatum,"Increased abundances of Streptococcus gallolyticus, Enterococcus faecalis, Bacteroides fragilis, Prevotella, Helicobacter, and Fusobacterium nucleatum and decreased probiotics like Lactobacilli and Bifidobacteria are detected in CRC patients by previous reporting [21, 22].",What is the relationship between colorectal cancer (CRC) and Fusobacterium nucleatum?,negative
otitis,Moraxella catarrhalis,"Best-known Moraxella infections are produced by Moraxella catarrhalis, which causes respiratory infections, including pneumonia and otitis in human.",What is the relationship between otitis and Moraxella catarrhalis?,positive
neurological deficits,Clostridium butyricum,"Furthermore, the butyric acid-producing probiotic Clostridium butyricum improved neurological deficits, reduced brain edema, attenuated neurodegeneration, and ameliorated BBB impairment (105), as well as improved spatial memory in mouse models of weight-drop impact head injury and cerebral ischemia, respectively (83).",What is the relationship between neurological deficits and Clostridium butyricum?,negative
colitis,Escherichia,"By using animal models of experimental colitis (20) and arthritis (21), it was shown that Gram-negative bacteria, including Escherichia, reduced inflammation, possibly through the TLR2/IL-10 axis which results in the repression of the pro-inflammatory pathway (20), whereas Gram-positive bacteria such as Lactobacillus contributed to the development of a more severe disease (21).",What is the relationship between colitis and Escherichia?,negative
periodontitis,Paenibacillus,"In periodontitis patients, four genera (Dysgonomonas, Paenibacillus, Mycoplasma, and Campylobacter) and five species (Porphyromonas endodontalis, Dysgonomonas wimpennyi, P. canis, Campylobacter gracilis, and Leptotrichia buccalis) were higher, and only one species (P. melaninogenica) was lower in the C+P+ group compared to the C?P+ group (Figures 3 and 4).",What is the relationship between periodontitis and Paenibacillus?,positive
periodontitis,Prevotella intermedia,"For example, Aggregatibacter actinomycetemcomitans, Porphyromonas gingivalis, Tannerella forsythia, Treponema denticola, Fusobacterium nucleatum, and Prevotella intermedia have traditionally been considered pathogenic bacteria contributing to periodontitis [5, 12, 13].",What is the relationship between periodontitis and Prevotella intermedia?,positive
colorectal cancer (CRC),Streptococcus gallolyticus,"The abundance of several microbes, such as Streptococcus gallolyticus, Fusobacterium, B. fragilis, Escherichia Shigella, Peptostreptococcus ten [167] were observed to be enriched in CRC patients versus control groups, while genera such as Bacteroides, Roseburia and Pseudomonas were significantly depleted in CRC patients.",What is the relationship between colorectal cancer (CRC) and Streptococcus gallolyticus?,positive
tumor,Bacillus subtilis,"Again, in the setting of DMH-induced colon carcinogenesis, the probiotics Bacillus subtilis and Clostridium butyricum separately administered to cancer-induced mice significantly decreased tumor incidence and size, compared to injured mice not receiving probiotics.",What is the relationship between tumor and Bacillus subtilis?,negative
colorectal neoplasia,Fusobacterium nucleatum,"Finally, although no strong evidence has yet been found to indict a specific microbe in colonic carcinogenesis, a recent study found that Fusobacterium nucleatum was enriched in human colon cancer tissue, and suggested that the microbe might promote colorectal neoplasia progression through recruitment of proinflammatory tumor-infiltrating immune cells.",What is the relationship between colorectal neoplasia and Fusobacterium nucleatum?,positive
ulcerative colitis (UC),F. prausnitzii,"Several of the observed differences between the IBD patients and HD were consistent with previous reports, such as the decreased abundance of F. prausnitzii and Eubacterium rectale in the microbiota of UC patients, and the increased abundance of Escherichia species, including Escherichia coli, in the CD microbiota.",What is the relationship between ulcerative colitis (UC) and F. prausnitzii?,negative
aerobic vaginitis (AV),Streptococcus,"Escherichia coli, Streptococcus spp., Staphylococcus aureus, coagulase-negative staphylococci, Staphylococcus epidermidis, and Enterococcus faecalis have been found to colonize in significant numbers in AV patients.",What is the relationship between aerobic vaginitis (AV) and Streptococcus?,positive
diarrhea,Clostridium difficile,"Clostridium difficile is the most common cause of antibiotic?associated diarrhea, leading to high morbidity and mortality in cancer patients.",What is the relationship between diarrhea and Clostridium difficile?,positive
coronary heart disease (CHD),Bifidobacterium bifidum,"A recent clinical study by (189), showed that probiotic supplementation (containing L. casei 2 ? 109, Bifidobacterium bifidum 2 ? 109, L. acidophilus 2 ? 109 CFU/day) for a period of 12 weeks had beneficial effects on biomarkers of inflammation in diabetic patients with coronary heart disease (CHD) as well as on glycemic control, HDL-cholesterol, total-/HDL-cholesterol ratio, and oxidative stress (189).",What is the relationship between coronary heart disease (CHD) and Bifidobacterium bifidum?,negative
crohn's disease (CD),Escherichia,"Faecalibacterium, an unknown genus of Peptostreptococcaceae, Anaerostipes, Methanobrevibacter and an unknown genus of Christensenellaceae were abundant in HC and UC and absent or almost absent in CD ones, while Fusobacterium and Escherichia were abundant in patients with CD and almost absent in HC and UC.",What is the relationship between crohn's disease (CD) and Escherichia?,positive
colorectal cancer (CRC),Fusobacterium nucleatum,"Applying our approach to a large CRC dataset, we identified that the relative abundance of the enzymatic components of Bifidobacterium, Clostridium, Fusobacterium nucleatum, Porphyromonas gingivalis, and Eubacterium, were significantly higher in the adenoma and CRC patients, as compared to the healthy controls.",What is the relationship between colorectal cancer (CRC) and Fusobacterium nucleatum?,positive
colorectal cancer (CRC),Lactobacillus,"The abundance of probiotics such as Bifidobacterium, Lactobacillus, and Ruminococcus were reduced in CRC patients.",What is the relationship between colorectal cancer (CRC) and Lactobacillus?,negative
obeseity-related,Parabacteroides goldsteinii,"In addition, the relative abundance of the obesity-related harmful bacterium, Parabacteroides goldsteinii, and pro-inflammatory Roseburia faecis remained lower in the HESM group than in the HFD and CON groups during weeks 4?20.",What is the relationship between obeseity-related and Parabacteroides goldsteinii?,positive
gastric atrophy,Helicobacter pylori,"The strongest known risk factor for this devastating disease is infection with Helicobacter pylori, which drives the development of premalignant lesions (such as gastric atrophy, intestinal metaplasia, and dysplasia) that can lead to gastric cancer (Fig 1).",What is the relationship between gastric atrophy and Helicobacter pylori?,positive
metabolic diseases,Akkermansia muciniphila,"Interestingly, the bacterium Akkermansia muciniphila has been described as a protective ally against the development of metabolic diseases and colitis (22).",What is the relationship between metabolic diseases and Akkermansia muciniphila?,negative
tumor,Akkermansia muciniphila,"Administration of Akkermansia muciniphila, alone or in combination with Enterococcus hirae, restored response to anti-PD1 therapy in melanoma or sarcoma-bearing mice with depleted gut microbiota, as demonstrated by reduced tumor size.",What is the relationship between tumor and Akkermansia muciniphila?,negative
colorectal cancer (CRC),Streptococcus,"The results of faecal sample testing from patients with colorectal cancer (CRC) and healthy individuals have shown that Enterococcus and Streptococcus are increasingly present in samples from CRC patients, while the butyrate-producing bacteria Roseburia and Clostridium predominate in the control samples [16].",What is the relationship between colorectal cancer (CRC) and Streptococcus?,positive
chronic hepatitis B (CHB),Bifidobacteria,"Specifically, patients with CHB and cirrhosis exhibit dramatically decreased Bifidobacteria and Lactobacillus levels, while Enterococcus and Enterobacteriaceae levels are significantly increased compared to healthy people.",What is the relationship between chronic hepatitis B (CHB) and Bifidobacteria?,negative
Inflammatory bowel disease (IBD),Roseburia hominis,"The abundance of butyrate-producing bacteria, such as Roseburia hominis and Faecalibacterium prausnitzii, is decreased in IBD patients (11, 108, 109) and, therefore, fecal SCFAs levels are lower in IBD patients compared to controls (20).",What is the relationship between Inflammatory bowel disease (IBD) and Roseburia hominis?,negative
hyperglycemia,Lactobacillus casei,"Yadav et al.showed that a probiotic dahi-supplemented diet, containing Lactobacillus acidophilus and Lactobacillus casei, significantly delayed the onset of glucose intolerance, hyperglycemia, hyperinsulinemia, dyslipidemia, and oxidative stress in high fructose-fed diabetic rats, thus lowering the risk of diabetes and its complications [65].",What is the relationship between hyperglycemia and Lactobacillus casei?,negative
systemic inflammation,Porphyromonas gingivalis,"In a rodent study, oral administration of Porphyromonas gingivalis, a periodontal pathogen, induced systemic inflammation and insulin resistance [8].",What is the relationship between systemic inflammation and Porphyromonas gingivalis?,positive
cystic fibrosis (CF),Bacteroides vulgatus,"As compared to healthy children, those suffering from CF have reduced abundances of beneficial bacteria like Eubacterium rectale, Bacteroides vulgatus, Bacteroides uniformis, Faecalibacterium prausnitzii, Bifidobacterium catenulatum, and Bifidobacterium adolescentis (Bruzzese et al., 2014).",What is the relationship between cystic fibrosis (CF) and Bacteroides vulgatus?,negative
crohn's disease (CD),Ruminococcus gnavus,"The mucolytic bacterium Ruminococcus gnavus, for example, has been previously shown to be increased in the epithelium of UC and CD patients40 and Clostridiaceae are associated with pouch inflammation (37).",What is the relationship between crohn's disease (CD) and Ruminococcus gnavus?,positive
gastric cancer (GC),Helicobacter pylori,"Bacterial Pathogens, Inflammation, and Oncogenesis Helicobacter pylori is perhaps the best described and most known oncogenic bacterial pathogen in relation to gastric cancer (GC) thus classified as a group I carcinogen (Wroblewski et al., 2010).",What is the relationship between gastric cancer (GC) and Helicobacter pylori?,positive
sepsis,Bifidobacterium breve,"In a review by Doron and Syndman examining the adverse events associated with probiotics, at least eight cases of bacteremia were associated with lactobacilli, nine cases of sepsis with Saccharomyces boulardii, Lactobacillus rhamnosus GG, Bacillus subtilis, Bifidobacterium breve, or combination probiotics, and two cases of endocarditis were due to lactobacillus and streptococcus probiotics [34].",What is the relationship between sepsis and Bifidobacterium breve?,positive
clostridioides difficile infection (CDI),Ruminococcus gnavus,"Higher concentration of some species of Firmicutes such as Ruminococcus gnavus, Ruminococcus hansenii, and Clostridium nexile was associated with a greater risk of recurrence and development of CDI.",What is the relationship between clostridioides difficile infection (CDI) and Ruminococcus gnavus?,positive
pneumonia,Streptococcus,"Similarly, Streptococcus is consistently found in healthy airways but is enriched in COPD, idiopathic pulmonary fibrosis (IPF), and pneumonia.",What is the relationship between pneumonia and Streptococcus?,positive
autism,Clostridium histolyticum,"Gut microbiota in patients with autism is often different with increased levels of Bacteroides phylum, Sutterella species and toxin-producing Clostridium histolyticum, but with reduced amounts of Firmicutes, Veilonellaseae, Prevotella and Coprococcus species bacteria.",What is the relationship between autism and Clostridium histolyticum?,positive
colorectal cancer (CRC),Ruminococcus lactaris,"The other 10 species including Eubacterium eligens, Coprococcus comes, Eubacterium hadrum, Eubacterium hallII, Fusicatenibacter saccharivorans, Blautia faecis, Roseburia faecis, Ruminococcus lactaris, Eubacterium desmolans, Streptococcus salivarius, decreased in CRC patients (Additional?file?2: Table S1).Fig 2Hierarchical ward-linkage clustering of CRC-associated species.",What is the relationship between colorectal cancer (CRC) and Ruminococcus lactaris?,negative
HPV-positive cancers,Mycoplasma,"In contrast, Streptococcus anginosus, Peptoniphilus, and Mycoplasma were significantly decreased in HPV-positive cancers.",What is the relationship between HPV-positive cancers and Mycoplasma?,negative
periodontitis,Porphyromonas endodontalis,"In periodontitis patients, four genera (Dysgonomonas, Paenibacillus, Mycoplasma, and Campylobacter) and five species (Porphyromonas endodontalis, Dysgonomonas wimpennyi, P. canis, Campylobacter gracilis, and Leptotrichia buccalis) were higher, and only one species (P. melaninogenica) was lower in the C+P+ group compared to the C?P+ group (Figures 3 and 4).",What is the relationship between periodontitis and Porphyromonas endodontalis?,positive
crohn's disease (CD),Faecalibacterium prausnitzii,A decrease in Faecalibacterium prausnitzii as a result of AB treatment is important because this bacterium exhibits anti-inflammatory capacity and a reduction in the amount of this bacterium was shown to be associated with inflammatory diseases such as Crohn\'s disease (CD) or ulcerative colitis (UC) [2]?[27].,What is the relationship between crohn's disease (CD) and Faecalibacterium prausnitzii?,negative
adenoma,Parabacteroides,"For example, microbes such as Dorealongicatena and Parabacteroides, whose abundance was generally low or even non-existent in the healthy samples, was high in patients with adenoma and colorectal cancer.",What is the relationship between adenoma and Parabacteroides?,negative
colorectal cancer (CRC),Parabacteroides,"For example, microbes such as Dorealongicatena and Parabacteroides, whose abundance was generally low or even non-existent in the healthy samples, was high in patients with adenoma and colorectal cancer.",What is the relationship between colorectal cancer (CRC) and Parabacteroides?,negative
attenuate colitis,Clostridium,"Bacteria belonging to Clostridium clusters XIVa, XVIII and IV, which lack virulence factors and prominent toxins, were found to modulate host fatty acid metabolism, induce Treg cell activity and attenuate colitis [38].",What is the relationship between attenuate colitis and Clostridium?,negative
autism spectrum disorder (ASD),Clostridium,"We also observed that Clostridium clostridioforme, affiliated to Clostridium genera, was higher in the ASD group than in healthy children.",What is the relationship between autism spectrum disorder (ASD) and Clostridium?,positive
colon cancer,Lachnospiraceae,"The culture-independent sequencing of the 16S region revealed a number of changes at the family and genus level when compared to cellulose, including the stimulation of Parabacteroides, Dialister and Lachnospiraceae populations, each of which have been shown to be reduced in IBD-associated dysbiosis, with Lachnospiraceae also suggested to be protective against colon cancer [40?42].",What is the relationship between colon cancer and Lachnospiraceae?,negative
dysbiosis,Bacillus cereus,"For example, intervention with a probiotic mix containing Bifidobacterium infantis, Lactobacillus acidophilus, and Bacillus cereus was capable of counteracting HFD-induced dysbiosis and related gut-liver axis activation along with the improvement of liver histology and inflammation.",What is the relationship between dysbiosis and Bacillus cereus?,negative
atopic dermatitis,Staphylococcus aureus,It has been well documented that the skin of patients with atopic dermatitis (AD) is more prone to the colonization and overgrowth of Staphylococcus aureus (S. aureus) [6].,What is the relationship between atopic dermatitis and Staphylococcus aureus?,positive
ulcerative colitis (UC),Fusobacterium varium,"Moreover, Fusobacterium varium isolated from UC patients could kill Vero cells, and its culture supernatants caused UC-like lesions in mice [33].Various Streptococcus mutants with a high detection rate in UC patients were also confirmed to aggravate the colitis [34].",What is the relationship between ulcerative colitis (UC) and Fusobacterium varium?,positive
ulcerative colitis (UC),Lactobacillus rhamnosus,"Previous studies have shown that Lactobacillus bulgaricus can reduce colitis, and Lactobacillus rhamnosus can effectively maintain UC remission[16].",What is the relationship between ulcerative colitis (UC) and Lactobacillus rhamnosus?,negative
Inflammatory bowel disease (IBD),Acinetobacter,"The genera Acinetobacter and Bacteroides are increased significantly in IBD patients during the active phase (Andoh et al., 2012; Tang et al., 2015), though a massive amount of Dialister invisus has been identified in the state of inactivity or dormancy in the gut of patients with IBD (Schirmer et al., 2018).",What is the relationship between Inflammatory bowel disease (IBD) and Acinetobacter?,positive
diarrhea,ETEC,"Our data also suggest there is a specific, preexisting microbial balance that predisposes or protects against ETEC induced diarrhea.",What is the relationship between diarrhea and ETEC?,positive
severe alcoholic hepatitis (sAH),Fusobacterium,"For these genera, the abundance of Haemophilus, Sutterella, Campylobacter, Lactobacillus, Faecalibacterium, Prevotella, Paraprevotella and Fusobacterium was higher in sAH patients and that of Serratia, Acinetobacter, Pseudomonas and Enterococcus was higher in CAP patients.",What is the relationship between severe alcoholic hepatitis (sAH) and Fusobacterium?,positive
irritable bowel syndrome (IBS),Veillonella,"For instance, it is known that abundance of the genus Veillonella is positively associated with IBS, while the relative abundances of genera Alistipes, Bifidobacterium, and Lactobacillus and the species Collinsella aerofaciens are inversely associated with IBS.",What is the relationship between irritable bowel syndrome (IBS) and Veillonella?,positive
colorectal cancer (CRC),Blautia faecis,"The other 10 species including Eubacterium eligens, Coprococcus comes, Eubacterium hadrum, Eubacterium hallII, Fusicatenibacter saccharivorans, Blautia faecis, Roseburia faecis, Ruminococcus lactaris, Eubacterium desmolans, Streptococcus salivarius, decreased in CRC patients (Additional?file?2: Table S1).Fig 2Hierarchical ward-linkage clustering of CRC-associated species.",What is the relationship between colorectal cancer (CRC) and Blautia faecis?,negative
irritable bowel syndrome (IBS),Faecalibacterium prausnitzii,"One meta?analysis, published in 2017, identified downregulated colonisation of Lactobacillus, Bifidobacterium and Faecalibacterium prausnitzii in patients with irritable bowel syndrome, particularly in irritable bowel syndrome where diarrhoea predominated.",What is the relationship between irritable bowel syndrome (IBS) and Faecalibacterium prausnitzii?,negative
periodontitis,Filifactor alocis,"Previous research showed that species including Parvimonas micra, C. gracilis, Treponema socranskii, Dialister pneumosintes, Streptococcus sanguinis, and T. forsythia were significantly elevated in smoking periodontitis patients than they were in non-smoking periodontitis patients, and species including F. nucleatum and Filifactor alocis were increased in smoking periodontal healthy individuals than they were in healthy non-smokers.",What is the relationship between periodontitis and Filifactor alocis?,positive
colorectal cancer (CRC),Roseburia faecis,"The other 10 species including Eubacterium eligens, Coprococcus comes, Eubacterium hadrum, Eubacterium hallII, Fusicatenibacter saccharivorans, Blautia faecis, Roseburia faecis, Ruminococcus lactaris, Eubacterium desmolans, Streptococcus salivarius, decreased in CRC patients (Additional?file?2: Table S1).Fig 2Hierarchical ward-linkage clustering of CRC-associated species.",What is the relationship between colorectal cancer (CRC) and Roseburia faecis?,negative
colitis,Clostridium immunis,"Similarly, Surana and Kasper showed that Clostridium immunis, a single Lachnospiraceae isolate from the feces of mice colonized with human gut microbiota, conferred protection against experimentally induced colitis, which is consistent with the clinical observation of an inverse relationship between Lachnospiraceae abundance and the risk of inflammatory bowel disease.",What is the relationship between colitis and Clostridium immunis?,negative
colon cancer,Fusobacterium nucleatum,"She elaborated that several bacteria are associated with chronic inflammation and a subsequent increased risk of lung and colon cancer, including Mycobacterium tuberculosis (lung cancer) and Fusobacterium nucleatum (colon cancer), a bacterium commonly isolated from inflammatory bowel disease patients and a risk factor for colon cancer.",What is the relationship between colon cancer and Fusobacterium nucleatum?,positive
crohn's disease (CD),Bifidobacterium,"For example, 2 of the microorganisms on our panel, Escherichia-Shigella and Ruminococcus, are associated with Crohn's disease, while 5 other organisms, Akkermansia muciniphila, Bifidobacterium, Dialister invisus, Odoribacter and Roseburia, are inversely associated with Crohn?s disease (Fig 5, S2 Table).",What is the relationship between crohn's disease (CD) and Bifidobacterium?,negative
intestinal inflammation,Escherichia,"Increase of Escherichia/Shigella can induce intestinal inflammation, causing intestinal barrier dysfunction.",What is the relationship between intestinal inflammation and Escherichia?,positive
gestational diabetes mellitus (GDM),Lactobacillus rhamnosus GG,"For example, consumption of the probiotics Lactobacillus rhamnosus GG and Bifidobacterium lactis BB12 from T1 of pregnancy in a double-blind, placebo-controlled study significantly reduced the incidence of GDM (P = 0.003) [37].",What is the relationship between gestational diabetes mellitus (GDM) and Lactobacillus rhamnosus GG?,negative
breast cancer (BC),Lactobacillus mucosae,"Other lactobacilli have also been implicated in the metabolism of other PGs, e.g., the in vitro conversion of the isoflavonic daidzin, present in soy products, by the pig intestinal commensal Lactobacillus mucosae EPI2, to the estrogen-mimicking aglycone equol, which has been proposed to be protective against breast cancer (56, 57).",What is the relationship between breast cancer (BC) and Lactobacillus mucosae?,negative
chronic obstructive pulmonary disease (COPD),Tannerella forsythia,"In a previous study, some specific bacteria including Klebsiella pneumonia, Pseudomonas aeruginosa, Streptococcus pneumoniae, Porphyromonas gingivalis, Treponema denticola, and Tannerella forsythia were more abundant in both tracheal aspirate and periodontal pockets in severe acute exacerbations of COPD patients, suggesting particular bacteria were related to acute exacerbations of COPD.",What is the relationship between chronic obstructive pulmonary disease (COPD) and Tannerella forsythia?,positive
tumor,Helicobacter pylori,"Intestinal bacteria with pro-carcinogenic properties, such as Helicobacter pylori, Escherichia coli, Streptococcus gallolyticus (formerly bovis), Fusobacterium spp., and Bacteroides fragiles have been identified in fecal or tumor samples from human patients with adenoma and carcinoma [11?15].",What is the relationship between tumor and Helicobacter pylori?,positive
bacterial endocarditis,Enterococcus,"Important clinical infections caused by Enterococcus include urinary tract infections, bacteremia, bacterial endocarditis, diverticulitis, and meningitis.",What is the relationship between bacterial endocarditis and Enterococcus?,positive
osteoporosis,Parabacteroides,"In addition, Parabacteroides and Lactobacillus were more abundant in the osteoporosis group than in the control group (Supplementary Figure 4), and the relative abundances of Bacteroides massiliensis, Lachnospira pectinoschiza, Bacteroides coprocola and Blautia were significantly higher in the control group than in the PMO and postmenopausal osteopenia groups (Figure 3B and Supplementary Figure 4).",What is the relationship between osteoporosis and Parabacteroides?,positive
diverticular disease (DD),Enterobacteriaceae,"Recently, lower amounts of Enterobacteriaceae were found in the colon mucosa of DD patients compared with healthy controls[17], whereas higher amounts of Akkermansia and no difference in the Escherichia coli subgroup were found in feces in another DD cohort[18].",What is the relationship between diverticular disease (DD) and Enterobacteriaceae?,negative
alcoholic hepatitis,Lactobacillus plantarum,"[23] demonstrated that, after 5 days of treatment with Bifidobacterium bifidum and Lactobacillus plantarum 8PA3, mild alcoholic hepatitis patients had a significant end-of-treatment reduction of ALT and AST, lactate dehydrogenase, and total bilirubin.",What is the relationship between alcoholic hepatitis and Lactobacillus plantarum?,negative
colitis,Alistipes finegoldii,"Prevotella falsenii, Parabacteroides distasonis and Bacteroides eggerthii enhance and Alistipes finegoldii attenuates colitis in mice",What is the relationship between colitis and Alistipes finegoldii?,negative
gastric cancer,Clostridium,"Our results showed an underrepresentation of H. pylori among the gastric microbiota of the patients with gastric cancer, while Fusobacterium and Clostridium were frequently enriched.",What is the relationship between gastric cancer and Clostridium?,positive
chronic inflammatory,Fusobacterium,"Chronic Inflammatory Process Oral bacteria, especially anaerobic species such as Porphyromonas, Prevotella, and Fusobacterium, are responsible for periodontal diseases and lead to chronic inflammatory processes.",What is the relationship between chronic inflammatory and Fusobacterium?,positive
urinary tract infections,Enterococcus,"Important clinical infections caused by Enterococcus include urinary tract infections, bacteremia, bacterial endocarditis, diverticulitis, and meningitis.",What is the relationship between urinary tract infections and Enterococcus?,positive
crohn's disease (CD),Ruminococcus,"In particular, taxa higher in disease include Blautia and Intestinibacter in CD, Bifidobacterium in UC, and unclassified Clostridiales incertae sedis XIII and Erysipelotrichaceae in MS. Asaccharobacter, Clostridium IV, Coprococcus, Ruminococcus (Lachnospiraceae), and Oscillibacter were lower in CD, Dialister was lower in MS, and Roseburia was lower in RA.",What is the relationship between crohn's disease (CD) and Ruminococcus?,negative
cancerogenic,Porphyromonas gingivalis,Fusobacterium nucleatum and Porphyromonas gingivalis are identified as cancerogenic bacteria.,What is the relationship between cancerogenic and Porphyromonas gingivalis?,positive
intra-abdominal infections,Escherichia coli,"The causative pathogens and foci included the following: 3 episodes of Staphylococcus aureus surgical site infections, 3 episodes of Enterococcus faecium cholangitis, 2 episodes of intra-abdominal infections caused by Escherichia coli, an intra-abdominal abscess caused by E. faecium, a ventilator-associated pneumonia caused by E. coli, a urinary tract infection caused by Pseudomonas aeruginosa.",What is the relationship between intra-abdominal infections and Escherichia coli?,positive
PPD,Veillonella,"The genera identified as Capnocytophaga, Corynebacterium (C. durum), Fusobacterium (mainly F. nucleatum), Gemella, Haemophilus, Leptotrichia, Streptococcus, and Veillonella (especially in NS-Control and NS-Perio groups) were significantly negatively correlated with PPD, CAL, and/or BOP.",What is the relationship between PPD and Veillonella?,negative
eczema,Escherichia coli,In the Lifestyle and Genetic Constitution (KOALA) Birth Cohort Study ? an extensive epidemiological study with involved 957 infants from Netherlands aged 1?month ? the presence of Escherichia coli and Clostridium difficile in stools has been associated with a higher risk to develop eczema [14].,What is the relationship between eczema and Escherichia coli?,positive
human immunodeficiency virus (HIV),Bifidobacteria,"In HIV-infected patients, inflammatory markers were concurrent with an altered fecal microbiome composition featuring increased abundances of Pseudomonas aeruginosa and Candida albicans and decreased abundances of Lactobacilli and Bifidobacteria (Gori et al., 2008).",What is the relationship between human immunodeficiency virus (HIV) and Bifidobacteria?,positive
colorectal cancer (CRC),Streptococcus gallolyticus,"Fusobacterium nucleatum, Escherichia coli, Enterococcus faecalis, Streptococcus gallolyticus, and enterotoxigenic Bacteroides fragilis are candidate microorganisms that were pointed out as initial triggers in the development of colorectal cancer (CRC).",What is the relationship between colorectal cancer (CRC) and Streptococcus gallolyticus?,positive
bacteraemia,Escherichia coli,"Interestingly, Escherichia coli and Enterococcus faecium could be inferred, on the basis of relationship patterns, to be harmful, in line with previous studies, which concluded that they may cause or underlie bacteraemia and intra-abdominal infections23,24.",What is the relationship between bacteraemia and Escherichia coli?,positive
Inflammatory bowel disease (IBD),Enterococcus,"Within the intestine, Enterococcus has been considered a driver of both inflammatory bowel disease and neoplasm.",What is the relationship between Inflammatory bowel disease (IBD) and Enterococcus?,positive
Epithelial precursor lesion,Clostridium,"Furthermore, nine bacteria, Alistipes, Bacteroides, Blautia, Clostridium, Dorea, Escherichia, Faecalibacterium, Megamonas, and Phascolarctobacterium, displayed positive correlations with each other in the Epithelial precursor lesion and Cancer groups.Figure 4Network analysis of salivary microbiota using SparCC correlation coefficients (Normal group).",What is the relationship between Epithelial precursor lesion and Clostridium?,positive
acute kidney injury (AKI),Streptococcus,"The only exception could be considered for Streptococcus, which is negatively associated with AKI severity and, along with being the part of the normal rat intestinal microbiota [64], it can also dwell in the oral cavity of people and animals [65,66].",What is the relationship between acute kidney injury (AKI) and Streptococcus?,negative
colorectal cancer (CRC),Clostridium,"Applying our approach to a large CRC dataset, we identified that the relative abundance of the enzymatic components of Bifidobacterium, Clostridium, Fusobacterium nucleatum, Porphyromonas gingivalis, and Eubacterium, were significantly higher in the adenoma and CRC patients, as compared to the healthy controls.",What is the relationship between colorectal cancer (CRC) and Clostridium?,positive
non-alcoholic steatohepatitis (NASH),Bifidobacterium adolescentis,Oral supplementation of Bifidobacterium adolescentis for 12?weeks was shown to protect C57BL/6 mice against diet-induced non-alcoholic steatohepatitis (NASH).,What is the relationship between non-alcoholic steatohepatitis (NASH) and Bifidobacterium adolescentis?,negative
non-alcoholic steatohepatitis (NASH),Ruminococcus,"Patients with NASH fibrosis ?2 were found to have higher abundance of Bacteroides and Ruminococcus, and lower levels of Prevotella; while, in those with advanced fibrosis and cirrhosis, Proteobacteria were relatively higher.",What is the relationship between non-alcoholic steatohepatitis (NASH) and Ruminococcus?,positive
active celiac disease,Staphylococcus pasteuri,"Species such as Staphylococcus epidermidis, Staphylococcus pasteuri, and Klebsiella oxytoca were enriched in duodenal biopsies harvested from patients diagnosed with active celiac disease.",What is the relationship between active celiac disease and Staphylococcus pasteuri?,positive
chronic airway inflammation,Akkermansia muciniphila,"In addition, both obese and non-obese asthma patients with severe disease have reduced fecal levels of Akkermansia muciniphila, which may have a causal relationship as suggested by murine models of acute and chronic airway inflammation.",What is the relationship between chronic airway inflammation and Akkermansia muciniphila?,negative
pseudomembranous colitis,Clostridium difficile,"Thus, prolonged exposure to antibiotics may result in the overgrowth of antibiotic-resistant bacteria [13], as Clostridium difficile (C. difficile), which can cause severe diarrhea and/or pseudomembranous colitis [14].",What is the relationship between pseudomembranous colitis and Clostridium difficile?,positive
colorectal cancer (CRC),Streptococcus salivarius,"The other 10 species including Eubacterium eligens, Coprococcus comes, Eubacterium hadrum, Eubacterium hallII, Fusicatenibacter saccharivorans, Blautia faecis, Roseburia faecis, Ruminococcus lactaris, Eubacterium desmolans, Streptococcus salivarius, decreased in CRC patients (Additional?file?2: Table S1).Fig 2Hierarchical ward-linkage clustering of CRC-associated species.",What is the relationship between colorectal cancer (CRC) and Streptococcus salivarius?,negative
colorectal cancer (CRC),Streptococcus gallolyticus,"The abundance of several microbes, such as Streptococcus gallolyticus [164], Fusobacterium, [165], B. fragilis [166], Escherichia Shigella, Peptostreptococcus ten [167] were observed to be enriched in CRC patients versus control groups, while genera such as Bacteroides, Roseburia [164] and Pseudomonas [167] were significantly depleted in CRC patients.",What is the relationship between colorectal cancer (CRC) and Streptococcus gallolyticus?,positive
non-alcoholic fatty liver disease (NAFLD),Porphyromonas gingivalis,"[82] studied 150 patients with NAFLD (of those 102 with NASH) and 60 healthy controls, and found that infection with Porphyromonas gingivalis (the major cause of periodontitis) tripled the risk for NAFLD and quadrupled the risk for NASH, independent of ge and metabolic syndrome.",What is the relationship between non-alcoholic fatty liver disease (NAFLD) and Porphyromonas gingivalis?,positive
GI cancer,Haemophilus,"Of note, Bilophila, Clostridium, and Pseudomonas are mostly negatively correlated with GI cancer genes, while Haemophilus, Oscillospira, Veillonella, Fusobacterium, and Acidaminococcus are only positively correlated with GI cancer genes (q value <?0.1).",What is the relationship between GI cancer and Haemophilus?,positive
synovial inflammation,Pg,"Overall, these date suggest that invaded Pg in arthritic joints may induce synovial inflammation and promote chronic arthritis.",What is the relationship between synovial inflammation and Pg?,positive
